stemming,sentiment_label
compatible iphone x,negative
application getting better along updates coming lately still found glitches apps dont update point right made purchase cup coffee suggestion please immediately give support apple watch allows customer make payment directly apple watch barcode scan method methods certainly would greatly increase convenience customer,positive
please update iphone x screen thank,positive
please make app support iphone x screen,positive
please fix,positive
downloading installing app wont signed account said  login failed im using latest version app,negative
login,negative
ribet signup doang,negative
aplikasi kartu sama2 salut,negative
helpful application dont need bring sbuxcard atidakin apps,positive
repot krn logout login hrs agree dgn tentu mesti aja klik  agreenyapermsudah login dgn mampu scan sidik jari repot krn mesti ketik email password kali,positive
bs login failed login news aja bs lihat,negative
starbucks please update user interface fit iphone x design thank,positive
im fine application crash well could find hidden beverages shown outlets menu board within application however food tumbler collection nuisance developer needs make uptodate,positive
ssudah 2x dpt email nya bs update sm skli,negative
getting better cards images,positive
msudah apple watch transaksi starbuckcukup scan barcode keluar iphone bawa kartu fisik cashless cek langsung saldo rewards gontatidaknti sbux card langsung apple watch depan terima notifikasi beverage nya ssudah hubung data ssudah scan bayar angtidakplah nomor antre virtual,positive
always fail top using credit card,negative
adding system transfer reward one card another card fun great,positive
log says internet connection,negative
could make apps iwatch would great,positive
login bad app,negative
aplikasi tidakbisa sign sign layar item trs,negative
app izin milik kartu nomor kartu ya wifi starbucks nomor kartu bingung jul iphone version pas log crash ngtidak pakai deh sayang jutidak free drinks nya suggest change better app programmer jul iphone version tambah credit card error saved token id found ngtidak ngerti ntidakpain,positive
always crashed try sign,negative
iphone tidaktidakl login aplikasi force closed coba iphone,negative
login crash,negative
please fix crash time really suck,negative
always closed sign,negative
crash,negative
everytime want sign didnt work forced close,positive
can not work properly,negative
crashed login process,negative
somebody whose card missing like starbucks app equals card sad go regularly please fix issue soon possible,negative
keeps crashing opened,negative
log,negative
offline deh bangetsspercuma topup klo dipake ujung2 nya cash jutidak cape ahcomplimentary free upsize notabene cuman 4rb dentidakn 4rb harap kesal customer selesai gt ajamendintidakn bikin membership2 deh klo stabil biar bikin kecewa ama brand gede starbucks gin,positive
log tidaktidakl,negative
ayo apple watchnya biar kalo scan tingtidakl pake jam,negative
can not log force closed,negative
please fix app app even going login page always crash force close thank,positive
downloaded signed successful signed keep crashing going back iphone home page pls fix ashame,positive
menginput kartu,negative
error app pls update,negative
application crash using iphone useless,negative
even get login screen crashes every time tried login,negative
pake login langsung closed aplikasi,negative
open app everytime login app closed reward didnt updated,positive
please recheck apps open apps thx,positive
crash bs login,negative
always crashes can not load data,negative
sign accidentaly logged tried reinstall app still sign,negative
can not login apps force close log update please,positive
app anything always crashes dont install ever,negative
login app crash,negative
stuck balance,negative
app crashed login pageeverytime,negative
absolute worst coffee company world prices times product worth staff poorly trained illequiped deal eventuality falls outside script method pay sit stand atidakin get ur order sit completely stupid hard put words quality coffee mediocre best starbucks coz theyre stars stealing ur money,negative
even sign account,negative
crash fill email password,negative
registered tried signin luck app always closed signin could logged,positive
pls fix,positive
hell developed crappy appi tried top credit card always failed sometimes failed sign disappointing app,negative
please fix crashed log,positive
please fix app kept throwing home every time tried sign,positive
everytime tried log always crashed please fix,positive
even log always crash every time wan na log,negative
ah poor,negative
happy grande everyone,positive
bilang buka aja ya i6,negative
thougt server maintenance last nighr apps works well try login input email password suddenly force close made apps user convenience junk apps consume device storageplease fix,positive
masukin login crash aplikasi,negative
app keeps crashing,negative
ngk bs sing,negative
