review_description,translated_text,sentiment
Can't login because there's a bug on input OTP page. Can't type the numbers since the keyboard somehow not shown. Please fix this and I will give 5 stars,Tidak dapat login karena ada bug pada halaman masukan OTP. Tidak dapat mengetik angka karena keyboard entah bagaimana tidak ditampilkan. Tolong perbaiki ini dan aku akan memberikan 5 bintang,negative
The loading for app is unforgiving. It can failed even after 1 minutes waiting. The idea of the app itself is actually good,Pemuatan aplikasi tak kenal ampun. Ini bisa gagal bahkan setelah 1 menit menunggu. Ide aplikasi itu sendiri benar-benar baik,negative
"Shittiest app in my entire life. So much loading here and there. Also ""something went wrong"" notification are popping up when i tried to log in","Aplikasi terburuk sepanjang hidupku. Begitu banyak beban di sana-sini. Juga ""sesuatu yang salah"" pemberitahuan bermunculan ketika saya mencoba untuk log masuk",negative
"Please repair the passcode lock, it's really annoying. it's reay hard to fill and I am not able to turn it off.","Tolong perbaiki kode aksesnya, itu sangat mengganggu. sangat sulit untuk diisi dan aku tidak bisa mematikannya.",negative
"4 days now this app having downtime, along with its reputation... used by millions, yet never been a priority channel for them... voucher expired today, unused balance... double thumbs down 👎👎 might consider never use this app again","4 hari sekarang aplikasi ini memiliki downtime, bersama dengan reputasinya... digunakan oleh jutaan, namun tidak pernah menjadi saluran prioritas bagi mereka... voucher berakhir hari ini, tidak digunakan keseimbangan... jempol ganda ke bawah... mungkin mempertimbangkan tidak pernah menggunakan aplikasi ini lagi",negative
You know what? You guys really need to hire a better engineer for this app. Laggy and full of glitch. This is STARBUCKS. A worlwide brand coffee and this is how your app works in Indonesia? Do something come on even the other brand has way much better app than this.,Kau tahu apa? Kalian benar-benar perlu menyewa insinyur yang lebih baik untuk aplikasi ini. Laggy dan penuh kesalahan. Ini STARBUCKS. Sebuah kopi merek duniawi dan ini adalah bagaimana aplikasi Anda bekerja di Indonesia? Lakukan sesuatu yang datang pada bahkan merek lain memiliki cara yang jauh lebih baik aplikasi dari ini. buruk,negative
"i cannot open, i cannot top up, it pop up the same message, connection error, while my connection just fine and can open others app without problem","i cannot open, i can not top up, it pop up the same message, connection error, while my connection just fine and can open others app without problem",negative
"The sign up process was suck, I have fast wifi connection but the app keep loading. Worst impression","Proses sign up payah, aku punya koneksi wifi cepat tapi aplikasinya tetap memuat. Kesan terburuk",negative
"Cmon pls fix the bugs immediately, everytime we open the apps, must fill the password, everytime we type 1 digit, the keyboard keep missing and we have to tap each box..pls fix it now","Cmon pls memperbaiki bugs segera, setiap kali kita membuka aplikasi, harus mengisi password, setiap kali kita mengetik 1 digit, keyboard tetap hilang dan kita harus tekan setiap kotak..pls memperbaikinya sekarang",positive
"My account is fine when i tried to login via website, but in the app i have log in issue, i've tried uninstall and install the app several times yet it still didn't work.","Akun saya baik-baik saja ketika saya mencoba untuk login melalui situs web, tetapi dalam aplikasi saya memiliki log dalam masalah, saya telah mencoba uninstall dan menginstal aplikasi beberapa kali namun masih tidak bekerja.",negative
Bad app. Update always wants a new login. And it needs difficult password that I always forget. Otp login doesnt help you re enter new password. It always reject my new password while I CANT REMEMBER WHAT PASSWORD BCS IT ALWAYS ASK DIFFICULT PASSWORD. ANNOYING.,Aplikasi yang buruk. Pemutakhiran selalu ingin login baru. Dan butuh kata sandi sulit yang selalu kulupakan. Login Otp tidak membantu Anda memasukkan kembali kata sandi baru. Itu selalu menolak kata sandi baruku sementara aku tak ingat apa kata sandi yang selalu bertanya kata sandinya. ANNOYING.,negative
"I need re-login, send OTP, checking email, every single time I open the app. It's irritating.","Aku perlu re-login, kirim OTP, memeriksa email, setiap kali saya membuka aplikasi. Ini menjengkelkan.",negative
"I can't login after update and have tried to forgot password, however it also failed when submit the new password. Jan17, 2020: I able to login now, thanks!","Saya tidak bisa login setelah update dan telah mencoba untuk lupa kata sandi, namun juga gagal ketika mengirimkan sandi baru. Jan17, 2020: aku bisa masuk sekarang, terima kasih!",negative
Great app but it doesn't allow me to take a screenshot! I wanted to show my boyfriend the Tumbler that I like so he can get it for me. But this app doesn't allow me to take a screenshot!,Great app tapi tidak memungkinkan saya untuk mengambil gambar layar! Aku ingin menunjukkan pacarku Tumbler yang kusuka agar dia bisa mendapatkannya untukku. Tapi aplikasi ini tidak memungkinkan saya untuk mengambil cuplikan layar!,positive
Cant login. Invalid uname & pass they said eventho I type the right one. Already contact the socmed but no solution. What a terrible apps and CS! Why dont you add more login option tho? Hate you,Cant login. uname & pass tidak valid mereka mengatakan eventho saya ketik yang benar. Sudah menghubungi socmed tapi tidak ada solusi. Apa aplikasi mengerikan dan CS! Mengapa Anda tidak menambahkan lebih banyak pilihan login tho? Aku benci kau.,negative
"After new update, somehow the performance is bad. It takes a while to login, move to another menu and do a transaction.","Setelah update baru, entah bagaimana kinerja buruk. Dibutuhkan waktu untuk login, pindah ke menu lain dan melakukan transaksi.",negative
I can't login! After i input my passcode it's only spinning and loading but nothing happened! I tried to re-install but the problem persist. Please fix,Aku tidak bisa masuk! Setelah saya masukan passcode saya itu hanya berputar dan memuat tapi tidak ada yang terjadi! Aku mencoba untuk memasang kembali tapi masalahnya tetap berlanjut. Tolong perbaiki.,negative
Pretty helpful. Love the layout. Getting even better since the day they let us to topup our card from the app.,Cukup membantu. Aku suka tata letaknya. Mendapatkan lebih baik sejak hari mereka membiarkan kami untuk topup kartu kami dari aplikasi.,negative
"Cannot register. If can, then cannot login. Forgot password didn't work. Useless app and looks like developed by underpaid/amateur developer.","Tidak bisa mendaftar. Jika bisa, maka tidak bisa login. Lupa kata sandi tidak bekerja. Aplikasi tidak berguna dan terlihat seperti dikembangkan oleh pengembang underpaid/amateur.",negative
Awesome apps! It keeps saying I've entered a wrong OTP code while I copied and pasted the code from my email. Can't even login.,Aplikasi yang mengagumkan! Ia terus mengatakan saya telah memasukkan kode OTP yang salah sementara saya menyalin dan menempelkan kode dari email saya. Bahkan tidak bisa login.,negative
"I have updated my password for 3 times and still cannot sign in to my account. Yeah, what an app.","Saya telah memperbarui sandi saya untuk 3 kali dan masih tidak bisa masuk ke akun saya. Ya, aplikasi yang hebat.",negative
"After register a new account, I can't sign in to it. ""internal server error"" always pop up whenever i tried to sign in.","Setelah mendaftar akun baru, saya tidak bisa mendaftar ke dalamnya. "" Kesalahan server internal "" selalu muncul setiap kali saya mencoba untuk masuk",negative
"Too many automatic log out and then put your password authentication from email but the notification email didn't come, and it come right where you want to pay with your starbucks card","Terlalu banyak log otomatis keluar dan kemudian menempatkan otentikasi sandi Anda dari email tapi notifikasi email tidak datang, dan itu datang tepat di mana Anda ingin membayar dengan kartu starbucks Anda",negative
"cannot login with 4G LTE connection after latest update, I can only login via wifi connection, I'm using Tri sim card for mobile data and other apps works fine except this one","tidak dapat login dengan koneksi 4G LTE setelah pembaruan terbaru, saya hanya dapat login melalui koneksi wifi, saya menggunakan kartu tri sim untuk data seluler dan aplikasi lain bekerja dengan baik kecuali yang satu ini",negative
Been using this app since launched but now that it allowed for online top up I always get locked out if I don't use and has to get my OTP verification everytime I want to sign in. I can't be opening the app 24/7 right?!,Telah menggunakan aplikasi ini sejak diluncurkan tapi sekarang yang diperbolehkan untuk top up online saya selalu mendapatkan terkunci keluar jika saya tidak menggunakan dan harus mendapatkan verifikasi OTP saya setiap kali saya ingin mendaftar masuk Aku tidak bisa membuka aplikasi 24/7 kan?!,positive
"Very bad, I dunno the apps is so heavy, sometimes cant even load home page, i dont understand, how come big company like you guys, cant even make a simple apps like this","Sangat buruk, aku tidak tahu aplikasi begitu berat, kadang-kadang bahkan tidak bisa memuat halaman rumah, saya tidak mengerti, bagaimana perusahaan besar seperti kalian, bahkan tidak bisa membuat aplikasi sederhana seperti ini",negative
"After update I can't even open the app without it force close. When I uninstall and reinstall, it is stuck at 85%","Setelah update aku bahkan tidak bisa membuka aplikasi tanpa memaksa menutup. Ketika saya uninstal dan reinstal, itu terjebak di 85%",negative
I can't even sign in. When making my account it wrote make password 8 to 25 letters but for some reason the app only allows 12 letter passwords and not more. I do wish they fix this problem.,Aku bahkan tidak bisa masuk Ketika membuat akun saya itu menulis membuat password 8 sampai 25 huruf tapi untuk beberapa alasan aplikasi hanya memungkinkan 12 kata sandi surat dan tidak lebih. Saya berharap mereka memperbaiki masalah ini.,negative
"Two stars for now, slow response from the app, either login or just change from home to reward or else. Please fix it and make it better.","Dua bintang untuk saat ini, respon lambat dari aplikasi, baik login atau hanya berubah dari rumah ke hadiah atau lain. Tolong perbaiki dan buat lebih baik.",negative
