review_description,translated_text
Akhir-akhir ini sering gak masuk bonus stars nya. Padahal sudah lebih dari 24 jam. Pernah complain ke Customer Service dan sudah diperbaiki. Tapi ternyata itu terjadi lagi dan bukan hanya sekali dua kali. Sekelas Starbucks ternyata sistemnya masih payah.,Akhir-akhir ini sering gak masuk bonus bintang nya. Palahal sudah lebih dari 24 jam. Pernah mengeluh ke Customer Service dan sudah diperbaki. Tapi ternyata itu terjadi lagi dan bukan hanya sekali dua kali. Sekelas Starbucks ternyata sitemnya masah payah.
"New UI and now we can use passcode to get in the apps, BUT after i input the code.. the apps just loading.. and keeps telling me no network connection.. i can not get in == plisssss fix it","Baru UI dan sekarang kita dapat menggunakan passcode untuk masuk ke aplikasi, tapi setelah saya masukan kode.. aplikasi hanya memuat.. dan terus mengatakan tidak ada koneksi jaringan.. saya tidak bisa masuk == plissss memperbaikinya"
hese asup na. daftar anyar oge crash wae applikasina. kumaha ieu teh? IT na coba tulung benerkeun. asupkeun no jeung pin tina kartu teu bisa wae hadeuhhh padahal geus cocok.,hese asup na. Gila dari kecelakaan apapun yang terjadi. kumaha ieu teh? IT na coba tulung benerkeun. asupkeun no jeung pin ula kartu teu bisa wae hadeuhhh palahal geus cocok.
"Sesudah update terakhir, saya tidak bisa login ke dalam app lagi. Padahal dana masih ada. Login di web bisa, masa di app ga bisa. Come on. Fix this problem... Or are you a thieve??","Sesudah update terakhir, saya tidak bisa login ke dalam app lagi. Palahal dana masih ada. Login di web bisa, masa di app ga bisa. Ayo. Perbaiki masalah ini... atau kau pencuri??"
"Apps yang versi baru sangat tidak reliable, 1. sering forced log-out 2. terdeteksi login di device lain padahal tidak 3. sering gagal connect server padahal ada koneksi","Apps yang versi baru sangat tidak dapat diandalkan, 1. sering memaksa log-out 2. terdeteksi login di perangkat lain palahal tidak 3. sering gagal menghubungkan server palahal ada koneksi"
Ketika saya mau sign up entah kenapa pas dikolom tanggal lahir aplikasi selalu crash..!! Entah itu bug atau apa tolong segera diperbaiki. Terimakasih…,Ketika saya mau sign up entah kenapa pas dikolom tangkom Tanggal lahir amplici selalu crash.!! Entah itu bug aau apa tolong segera diverbaiki. Terimakalih...
"aku gabisa sign up, semua kolom bisa diisi, tiap isi bagian date birth selalu force close, dan ngulang lagi isi data, pas nyobain nyisain date birth gabisa sign up karna harus diisi. giliran di klik malah force close mulu, apps not responding katanya. gimanadong:(","aku gabisa sign up, semua kolom bisa diisi, tiap isi bagian date selalu force close, and ngulang lagi isi data, pas nyobain nisain date date gabisa sign up karna harus di. giliran di klik malah memaksa dekat mulu, aplikasi tidak menanggapi kalanya. gimanadong: 139"
"Nice clean looking app. Would be better, if, card balance was also available on the main dashboard screen. Not only stars status and rewards available.","Aplikasi yang terlihat bersih. Akan lebih baik, jika, keseimbangan kartu juga tersedia pada layar dashboard utama. Tidak hanya status bintang dan hadiah yang tersedia."
The new reward system actually detrimental to me because it can not exchange with coffee bean anymore. Also now the card image cannot be changed. Please changed it so that the image can be changed and reward can be changed with coffee bean,Sistem penghargaan baru benar-benar merugikan saya karena tidak dapat bertukar dengan biji kopi lagi. Juga sekarang gambar kartu tidak dapat diubah. Harap diubah sehingga gambar dapat diubah dan hadiah dapat diubah dengan biji kopi
Akun lama dgn password yg lebih dari 12 karakter tidak bisa login. Mohon diperbaiki app-nya. Terima kasih.,Akun lama dgn password yg lebh dari 12 karakter tidak bisa login. Aplikasi Mohon diperbaki-nya. Terima kasih.
"knp tiba2 ke logout sendiri???? mau sign-in error email or password nya blng error. ganti password ga bisa2 dng segala huruf dan angka!!!!??#@$*#""#?",knp tiba2 ke logout sentiri????? kamu sign-in error email atau password nya blng error. sandi ganti ga bisa2 dng segala huruf dan ANGka!!!!!!!!!?!??? #@$*#?
tidak ada kode pin ya kalau mau pakai kartu starbucks? Takutnya yang pakai kartu bukan kita. Thanks,tidak ada kode pin ya kaua mau pakai kartu starbucks? Takutnya yang pakai kartu bukan kita. Terima kasih
"gak bisa signup. setiap mau masukin DOB langsung keluar sendiri. udah berkali"" begitu terus.","Gak bisa signup. setiap mau malun DOB Langsung keluar sensiri. udah berkali"" begitu terus."
Sheet last update application shows loading all the time. Totally useless currently.,Aplikasi pemutakhiran terakhir menunjukkan memuat sepanjang waktu. Benar-benar tidak berguna saat ini.
isi tanggal lahir gak bisa. sign up gak bisa. sign in gak bisa. trus gimana?? Padahal di web bisa sign in. tolong diperbaiki dong.,isi tanggal lahir gak bisa. mendaftar gak bisa. tanda di gak bisa. trus gimana? Palahal di web bisa masuk. tolong diperbaki dong.
"Kelar update, malah ada keterbatasan space utk mengisi password. Mohon diperbaiki","Pemutakhiran Kelar, malah ada keterbatansan ruang angkasa utk mengisi password. Mohon diperbaki"
Eror lagi dan lagi. Perusahaan segede starbucks g serius bikin apps gini. Dammmmmm..,Eror lagi dan lagi. Perusaaan segede starbucks g serius bikin apps gini. Dammmmmm..
Selalu crash saat mau input date of birth. Ada apa yaa..,Selalu crash saat Mau input date of birth. Ada apa yaa..
Email notification for reset password doesn't contain link to reset. Please fix it. Thx,Notifikasi email untuk reset sandi tidak berisi link untuk mereset. Tolong perbaiki. Thx
sign up.. mentok pas ngisi tanggal lahir.. alhasil.. seperti percuma punya member..,sign up.. mentok pas ngisi tanggal lahir.. alhasil.. seperti percuma punya anggota..
Setelah update ke versi baru sbucks cardnya jadi ga bisa ganti2 gambar (image) 😡👎,Setelah perbarui ke versi baru sbucks cardnya jadi ga bisti2 gabar (image)
"Mau top up susah banget, selalu kembali ke home.","Mau top up susah banget, selu kembali ke home."
gak bisa koreksi birthday date 😅 g ada rencana upgrade nih..?,tanggal ulang tahun gak bisa koksi g Ada rencana upgrade nih..?
Setelah upgrade akun saya gabisa dibuka padahal kalau lewat website bisa kebuka. Email ditolak teruuus,Setelah meng-upgrade akun saya gabisa dibukaa palahal kalau lewat website bisa kebuka. Surel ditolak teruuus
"Server sering bermasalah, dan sekarang sistem point akan diubah. payah","Server sering bermasalah, dan sekarang sitem titik akan diuba. payah"
"uda gold tier tapi tiba2 ke restart sndiri apps nya dan data card nya hilang sendiri,sucks","Uda gold tiba2 ke restart sndiri apps nya dan kartu data nya hilang sensiri,sucks"
"mulai sering ga bisa dibuka, sudah dicoba pakai wifi starbucks/ mobile network tetap ga bisa dibuka","mulai sering ga bisa dibuka, sudah dicoba pakai wifi starbucks/ mobile network tetap ga bisa dibuka"
aplikasi baru buluk mau sign in gak masuk sampe reset password baru pun gak bs2..busuk ni starbuck indo,aplikasi baru buluk mau sign in gak masuk sampe reset password baru pun gak bs2.busuk ni starbuck indo
ga bisa log in. udah install ulang masih ga mau log in. mana kartu fisik hilang,ga bisa log in. Udah instal ulang masih ga mau log in mana kartu fisik hilang
"Ask me to update, but there's no update 😂 Can't log in","Minta aku untuk mengupdate, tapi tak ada pembaharuan yang tak bisa masuk"
Can't sign in and error sometimes.,Tidak dapat mendaftar dan kesalahan kadang-kadang.
Setiap kali habis update selalu jd gagal log in 😑,Setiap Kali habis mengupdate log selalu jd gagal di dalam
Doesn't work at all.,Tidak bekerja sama sekali.
ga bisa dibuka.. tiba2 langsung force closed,ga bisa dibuka.. tika2 langsung force tertutup
"Can't use the app. It's say I'm use emulator,","Tidak bisa menggunakan aplikasi. Ini mengatakan saya menggunakan emulator,"
It's good now thx!,Ini bagus sekarang THX!
Tidak bisa login padahal saldo masih banyak,Tidak bisa login palahal saldo masih banyak
Uda normal lagi kasi review bagus lagi,Uda normal lagi kasi review bagos lagi
kalo kartu starbucks malaysia ga bisa dipake di indonesia ya?,karo kartu starbucks malaysia ga bisake di indonesia ya?
"SERVER SERING DOWN ,HARAP DIPERBAIKI !!!","SERVER SERING DOWN,HARAP DIPERBAIKI!!!"
convenient!,Mudah!
gagal login hari ini. ada gangguan kah ?,gagal login hari ini. Ada gangguan kah?
bisa jd pengganti card fisik klo lupa bawa,bisa jd kartu pengganti fisik klo lupa bawa
GREAT APP :),GREAT APP:)
Please fix it!! ASAP!! why can't reload from credit card??!!,Tolong perbaiki! Cepat!! kenapa tidak bisa mengisi ulang dari kartu kredit?!!
susah daftar..mohon diperbaiki.. :),sukah madkarir..mohon diverbaiki..:)
loving it!,Aku menyukainya!
Good,Baik
Good,Baik
great app,aplikasi bagus
good app,app yang baik
great apps,aplikasi hebat
nice apps,aplikasi bagus
great app,aplikasi bagus
Aduh lemot e talah,Aduh lemot e taula
verry good,verry baik
cool,Keren
awesome,Mengagumkan
cool,Keren
Nice,Bagus
good,baik
good,baik
amazing,menakjubkan
good,baik
good,baik
Great,Bagus.
great,hebat
good,baik
good,baik
Good,Baik
great,hebat
good,baik
Very bad,Sangat buruk
Crash,GUBRAK!
Sering hang!!!!,Sering menggantung!!!!
Cannot login,Tidak dapat login
Error,Galat
ok,oke
LEMOT,LEMOT
done,selesai
ok,oke
wokeeee,Wakeeee
ok,oke
"No matter how many times i bought the baverages and the food, the reward start does not adding and i'm stuck with 8 start and my previous 1 free reward baverages. And the food star does not adding as well. So what is the app function then when stated it will made all the card user will be losing benefit.","Tidak peduli berapa kali saya membeli baverages dan makanan, hadiah mulai tidak menambahkan dan saya terjebak dengan 8 mulai dan saya sebelumnya 1 gratis harga baverages. Dan bintang makanan tidak menambahkan juga. Jadi apa fungsi aplikasi kemudian ketika menyatakan itu akan membuat semua pengguna kartu akan kehilangan keuntungan."
"Last week I top up my card and found out that all.my previous balance was 
gone, my balance was ZERO, and I know right away that something is not 
right. Tried to talk to the cashier and she asked his supervisor/manager to 
help me out. So Mr.Manager helped me call the customer center and told me 
that there was transaction a week before in Jogjakarta and used up all my 
balance. I was so shocked as I live in Jakarta and didn't go to Jogja the 
previous week. The manager then told me to call the customer card center 
and talk to them. I made a call and explained the whole situation and the 
lady was very helpful and notified me that she would emailed me my 
transaction history (because I told her that this might not be the first 
time). To make it short, after I received her email and reviewed my 
transaction history, I indeed found out couple transactions that was not 
made by me. Somebody used my card. It means the apps has flaw and let 
other's took my information and used up all my balance. The lady then 
emailed me again and giving me solutions that they will credit back my 
balance that was used by someone else and 'recommend' me to re-activate and 
re-register a NEW card which I found ridiculous. Because of the flaw in 
their system, I have to purchase a NEW card? How convenience of them to 
solve a problem like this? This is very big problem because someone's else 
is hacking into their system, taking customer's data and used up customer's 
balance(money) I hope Starbucks can look into this problem seriously and 
hopefully this incident wont happen to other customers.","Minggu lalu saya top up kartu saya dan menemukan bahwa all.my sebelumnya keseimbangan 
hilang, keseimbangan saya adalah ZERO, dan saya tahu segera bahwa ada sesuatu yang tidak 
Benar. Mencoba untuk berbicara dengan kasir dan dia meminta supervisornya / manager untuk 
Bantu aku. Jadi Mr Manager membantu saya menelepon pusat pelanggan dan mengatakan kepada saya 
bahwa ada transaksi seminggu sebelumnya di Jogjakarta dan digunakan semua saya 
Keseimbangan. Aku sangat terkejut karena saya tinggal di Jakarta dan tidak pergi ke Jogja 
minggu lalu. Manajer kemudian mengatakan kepada saya untuk menelepon pusat kartu pelanggan 
dan berbicara dengan mereka. Saya membuat panggilan dan menjelaskan seluruh situasi dan 
wanita sangat membantu dan memberitahu saya bahwa dia akan email saya saya 
sejarah transaksi (karena saya mengatakan kepadanya bahwa ini mungkin bukan yang pertama 
(waktu). Untuk membuatnya singkat, setelah saya menerima email dan meninjau saya 
sejarah transaksi, saya benar-benar menemukan beberapa transaksi yang tidak 
dibuat olehku. Seseorang menggunakan kartuku. Ini berarti aplikasi memiliki cacat dan biarkan 
lainnya mengambil informasi saya dan menggunakan semua keseimbangan saya. Wanita itu kemudian 
email saya lagi dan memberi saya solusi bahwa mereka akan kredit kembali saya 
keseimbangan yang digunakan oleh orang lain dan'rekomend' saya untuk mengaktifkan kembali dan 
re-register kartu baru yang saya temukan konyol. Karena cacat di 
sistem mereka, saya harus membeli kartu baru? Bagaimana kenyamanan dari mereka untuk 
memecahkan masalah seperti ini? Ini masalah yang sangat besar karena orang lain 
Meng-hack ke sistem mereka, mengambil data pelanggan dan menggunakan pelanggan 
Saya berharap Starbucks dapat melihat ke dalam masalah ini serius dan 
Mudah-mudahan insiden ini tidak akan terjadi pada pelanggan lain."
"not sure why i cant load my account or card info in this app nowadays? its 
only showed me a white blank page. i tried to re-install, but instead 
failed to log in as it said it could not connect to the server. please fix 
this as soon as possible","tidak yakin mengapa saya tidak bisa memuat akun saya atau info kartu dalam aplikasi ini saat ini? Its 
hanya menunjukkan halaman kosong putih. i mencoba untuk re-install, tetapi sebagai gantinya 
gagal untuk log masuk seperti yang dikatakan tidak dapat terhubung ke server. tolong perbaiki 
ini sesegera mungkin"
"Been a week can not login to the app. It alwasy said ""Could not connect to 
server"". And slow response from the company means we can not use our 
balance sooner. They will say: you can use your physical card still, so 
whats the use in promoting people to use the app then?? The crazy part is 
that they dont know when their issue will be fixed. This is so wrong at 
many level.","Sudah seminggu tidak bisa login ke aplikasi. Hal ini alwasy mengatakan ""Tidak bisa terhubung ke 
Server. Dan respon lambat dari perusahaan berarti kita tidak dapat menggunakan kami 
Keseimbangan lebih cepat. Mereka akan mengatakan: ""Kamu masih boleh menggunakan kartumu."" 
apa gunanya mempromosikan orang untuk menggunakan aplikasi itu? Bagian gilanya adalah 
bahwa mereka tidak tahu kapan masalah mereka akan diselesaikan. Ini sangat salah 
banyak tingkat."
"I don't know when this apps start crashing. Last time I use, it was all 
fine, but now my card dissapear and I cannot make payment. Maybe it's time 
to say No to sbux. :(.","Aku tidak tahu kapan aplikasi ini mulai hancur. Terakhir kali saya gunakan, itu semua 
Baik, tapi sekarang kartu saya menghilang dan aku tidak bisa melakukan pembayaran. Mungkin sudah waktunya 
untuk mengatakan No to sdux. Ferguson."
"Fail app. I can't use it at all, I tried to reinstall just now but it's 
still not working, I can't login my account, my cards didn't show up 
either. It's useless download this app, I have to bring my cards everywhere 
as usual.","Aplikasi gagal. Aku tidak bisa menggunakannya sama sekali, aku mencoba untuk memasang kembali sekarang tapi itu 
masih tidak bekerja, aku tidak bisa login akun saya, kartu saya tidak muncul 
Begitu juga denganku. Tidak ada gunanya mengunduh aplikasi ini, saya harus membawa kartu saya di mana-mana 
Seperti biasa."
